date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:45:06	10387/10387	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Oct%202016%2012:35:28%20GMT	https://themographics.com/wordpress/docdirect/wp-content/uploads/2016/04/9-275x191.jpg	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/wp-content/uploads/2016/04/9-275x191.jpg	(from https://themographics.com/wordpress/docdirect/)
11:45:11	118069/118069	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:15:56%20GMT	http://themographics.com/wordpress/docdirect/dir-search/?directory_type=doctor	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/dir-search/indexf480.html	(from https://themographics.com/wordpress/docdirect/)
11:45:16	115202/115202	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:15:58%20GMT	http://themographics.com/wordpress/docdirect/dir-search/?directory_type=hospital	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/dir-search/index905a.html	(from https://themographics.com/wordpress/docdirect/)
11:45:16	26336/26336	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202016%2008:13:54%20GMT	https://themographics.com/wordpress/docdirect/wp-content/themes/docdirect/images/user275x191.jpg	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/wp-content/themes/docdirect/images/user275x191.jpg	(from https://themographics.com/wordpress/docdirect/)
11:45:17	85098/85098	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:15:53%20GMT	https://themographics.com/wordpress/docdirect/home-3/	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/home-3/index.html	(from https://themographics.com/wordpress/docdirect/)
11:45:17	184870/184870	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:15:53%20GMT	https://themographics.com/wordpress/docdirect/home-2/	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/home-2/index.html	(from https://themographics.com/wordpress/docdirect/)
11:45:18	7915/7915	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Oct%202016%2012:34:27%20GMT	https://themographics.com/wordpress/docdirect/wp-content/uploads/2016/04/img-01-1-275x191.jpg	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/wp-content/uploads/2016/04/img-01-1-275x191.jpg	(from https://themographics.com/wordpress/docdirect/)
11:45:18	121341/121341	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:08%20GMT	http://themographics.com/wordpress/docdirect/dir-search/?directory_type=clinic	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/dir-search/index3a88.html	(from https://themographics.com/wordpress/docdirect/)
11:45:20	121078/121078	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:09%20GMT	http://themographics.com/wordpress/docdirect/dir-search/?directory_type=pharmacy	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/dir-search/index679e.html	(from https://themographics.com/wordpress/docdirect/)
11:45:20	8214/8214	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Oct%202016%2012:34:22%20GMT	https://themographics.com/wordpress/docdirect/wp-content/uploads/2016/04/img-04-1-275x191.jpg	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/wp-content/uploads/2016/04/img-04-1-275x191.jpg	(from https://themographics.com/wordpress/docdirect/)
11:45:21	128883/128883	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:10%20GMT	http://themographics.com/wordpress/docdirect/dir-search/?directory_type=blood-bank	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/dir-search/index0565.html	(from https://themographics.com/wordpress/docdirect/)
11:45:22	128003/128003	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:12%20GMT	http://themographics.com/wordpress/docdirect/dir-search/?directory_type=fitness-center	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/dir-search/index2e50.html	(from https://themographics.com/wordpress/docdirect/)
11:45:22	7559/7559	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Oct%202016%2012:34:26%20GMT	https://themographics.com/wordpress/docdirect/wp-content/uploads/2016/04/img-02-1-275x191.jpg	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/wp-content/uploads/2016/04/img-02-1-275x191.jpg	(from https://themographics.com/wordpress/docdirect/)
11:45:23	134891/134891	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:13%20GMT	http://themographics.com/wordpress/docdirect/dir-search/?view=list	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/dir-search/indexd1fd.html	(from https://themographics.com/wordpress/docdirect/)
11:45:24	334/334	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Dec%202016%2006:16:13%20GMT	http://themographics.com/wordpress/docdirect/wp-content/uploads/2016/03/img-01.png	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/wp-content/uploads/2016/03/img-01.png	(from https://themographics.com/wordpress/docdirect/)
11:45:26	134891/134891	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:16%20GMT	http://themographics.com/wordpress/docdirect/dir-search/?view=grid	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/dir-search/indexb92a.html	(from https://themographics.com/wordpress/docdirect/)
11:45:28	98183/98183	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:17%20GMT	http://themographics.com/wordpress/docdirect/dir-search/?view=list-left	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/dir-search/indexb4de.html	(from https://themographics.com/wordpress/docdirect/)
11:45:32	49534/49534	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:15%20GMT	https://themographics.com/wordpress/docdirect/blog-list/	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/blog-list/index.html	(from https://themographics.com/wordpress/docdirect/)
11:45:32	98183/98183	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:20%20GMT	http://themographics.com/wordpress/docdirect/dir-search/?view=grid-left	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/dir-search/indexfab8.html	(from https://themographics.com/wordpress/docdirect/)
11:45:33	334/334	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Dec%202016%2006:16:22%20GMT	http://themographics.com/wordpress/docdirect/wp-content/uploads/2016/03/img-02.png	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/wp-content/uploads/2016/03/img-02.2a.delayed	(from https://themographics.com/wordpress/docdirect/)
11:45:33	49488/49488	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:20%20GMT	https://themographics.com/wordpress/docdirect/blog-grid/	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/blog-grid/index.html	(from https://themographics.com/wordpress/docdirect/)
11:45:35	78223/78223	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Aug%202016%2012:19:56%20GMT	https://themographics.com/wordpress/docdirect/wp-content/uploads/2016/03/img-02.png	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/wp-content/uploads/2016/03/img-02.png	(from https://themographics.com/wordpress/docdirect/)
11:45:35	355110/355110	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Aug%202016%2012:19:56%20GMT	https://themographics.com/wordpress/docdirect/wp-content/uploads/2016/03/img-01.png	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/wp-content/uploads/2016/03/img-01.png	(from https://themographics.com/wordpress/docdirect/)
11:45:36	52822/52822	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:23%20GMT	https://themographics.com/wordpress/docdirect/family-clinic/	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/family-clinic/index.html	(from https://themographics.com/wordpress/docdirect/)
11:45:36	4549/4549	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Oct%202016%2012:34:27%20GMT	https://themographics.com/wordpress/docdirect/wp-content/uploads/2016/04/img-01-1-150x150.jpg	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/wp-content/uploads/2016/04/img-01-1-150x150.jpg	(from https://themographics.com/wordpress/docdirect/)
11:45:36	39879/39879	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:24%20GMT	https://themographics.com/wordpress/docdirect/packages/	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/packages/index.html	(from https://themographics.com/wordpress/docdirect/)
11:45:37	31935/31935	---M--	200	added ('OK')	image/jpeg	date:Wed,%2031%20Aug%202016%2012:19:56%20GMT	https://themographics.com/wordpress/docdirect/wp-content/uploads/2016/08/bgparallax-03.jpg	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/wp-content/uploads/2016/08/bgparallax-03.jpg	(from https://themographics.com/wordpress/docdirect/)
11:45:37	41801/41801	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:25%20GMT	https://themographics.com/wordpress/docdirect/contact-us/	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/contact-us/index.html	(from https://themographics.com/wordpress/docdirect/)
11:45:38	334/334	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Dec%202016%2006:16:27%20GMT	http://themographics.com/wordpress/docdirect/wp-content/uploads/2016/08/img-01.jpg	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/wp-content/uploads/2016/08/img-01.2e.delayed	(from https://themographics.com/wordpress/docdirect/)
11:45:38	59898/59898	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:26%20GMT	https://themographics.com/wordpress/docdirect/user/popular/	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/user/popular/index.html	(from https://themographics.com/wordpress/docdirect/)
11:45:38	58701/58701	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:26%20GMT	https://themographics.com/wordpress/docdirect/user/professional/	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/user/professional/index.html	(from https://themographics.com/wordpress/docdirect/)
11:45:39	24740/24740	---M--	200	added ('OK')	image/jpeg	date:Wed,%2031%20Aug%202016%2012:19:56%20GMT	https://themographics.com/wordpress/docdirect/wp-content/uploads/2016/08/img-01.jpg	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/wp-content/uploads/2016/08/img-01.jpg	(from https://themographics.com/wordpress/docdirect/)
11:45:39	65384/65384	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:27%20GMT	https://themographics.com/wordpress/docdirect/user/steve/	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/user/steve/index.html	(from https://themographics.com/wordpress/docdirect/)
11:45:40	334/334	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Dec%202016%2006:16:30%20GMT	http://themographics.com/wordpress/docdirect/wp-content/uploads/2016/08/img-02.jpg	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/wp-content/uploads/2016/08/img-02.30.delayed	(from https://themographics.com/wordpress/docdirect/)
11:45:40	66236/66236	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:28%20GMT	https://themographics.com/wordpress/docdirect/user/carol/	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/user/carol/index.html	(from https://themographics.com/wordpress/docdirect/)
11:45:41	65000/65000	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:29%20GMT	https://themographics.com/wordpress/docdirect/user/giovanni/	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/user/giovanni/index.html	(from https://themographics.com/wordpress/docdirect/)
11:45:41	35818/35818	---M--	200	added ('OK')	image/jpeg	date:Wed,%2031%20Aug%202016%2012:19:56%20GMT	https://themographics.com/wordpress/docdirect/wp-content/uploads/2016/08/img-02.jpg	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/wp-content/uploads/2016/08/img-02.jpg	(from https://themographics.com/wordpress/docdirect/)
11:45:42	73874/73874	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:29%20GMT	https://themographics.com/wordpress/docdirect/dir-search/?location=aberdeen	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/dir-search/index9b30.html	(from https://themographics.com/wordpress/docdirect/)
11:45:43	336/336	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Dec%202016%2006:16:32%20GMT	http://themographics.com/wordpress/docdirect/wp-content/uploads/2016/08/img-03-1.jpg	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/wp-content/uploads/2016/08/img-03-1.32.delayed	(from https://themographics.com/wordpress/docdirect/)
11:45:43	74055/74055	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:30%20GMT	https://themographics.com/wordpress/docdirect/dir-search/?location=aldershot	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/dir-search/index124e.html	(from https://themographics.com/wordpress/docdirect/)
11:45:43	73992/73992	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:31%20GMT	https://themographics.com/wordpress/docdirect/dir-search/?location=altrincham	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/dir-search/indexbb82.html	(from https://themographics.com/wordpress/docdirect/)
11:45:44	24788/24788	---M--	200	added ('OK')	image/jpeg	date:Wed,%2031%20Aug%202016%2012:19:56%20GMT	https://themographics.com/wordpress/docdirect/wp-content/uploads/2016/08/img-03-1.jpg	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/wp-content/uploads/2016/08/img-03-1.jpg	(from https://themographics.com/wordpress/docdirect/)
11:45:44	67442/67442	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:31%20GMT	https://themographics.com/wordpress/docdirect/dir-search/?location=aylesbury	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/dir-search/index5fb7.html	(from https://themographics.com/wordpress/docdirect/)
11:45:45	333/333	---M--	302	error ('Found')	text/html	date:Tue,%2006%20Dec%202016%2006:16:35%20GMT	http://themographics.com/wordpress/docdirect/wp-content/uploads/2016/04/logo2.png	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/wp-content/uploads/2016/04/logo2.34.delayed	(from https://themographics.com/wordpress/docdirect/)
11:45:46	67442/67442	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:33%20GMT	https://themographics.com/wordpress/docdirect/dir-search/?location=bamber	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/dir-search/index92c6.html	(from https://themographics.com/wordpress/docdirect/)
11:45:46	2960/2960	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Aug%202016%2012:19:56%20GMT	https://themographics.com/wordpress/docdirect/wp-content/uploads/2016/04/logo2.png	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/wp-content/uploads/2016/04/logo2.png	(from https://themographics.com/wordpress/docdirect/)
11:45:46	73896/73896	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:34%20GMT	https://themographics.com/wordpress/docdirect/dir-search/?location=bangor	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/dir-search/indexd00b.html	(from https://themographics.com/wordpress/docdirect/)
11:45:47	67442/67442	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:34%20GMT	https://themographics.com/wordpress/docdirect/dir-search/?location=batley	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/dir-search/indexd030.html	(from https://themographics.com/wordpress/docdirect/)
11:45:48	73911/73911	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:35%20GMT	https://themographics.com/wordpress/docdirect/dir-search/?location=bebingto	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/dir-search/index465b.html	(from https://themographics.com/wordpress/docdirect/)
11:45:49	73904/73904	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:36%20GMT	https://themographics.com/wordpress/docdirect/dir-search/?location=bedford	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/dir-search/index64b6.html	(from https://themographics.com/wordpress/docdirect/)
11:45:49	34545/34545	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Dec%202016%2006:16:37%20GMT	https://themographics.com/wordpress/docdirect/info@domain.com	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/info@domain.com	(from https://themographics.com/wordpress/docdirect/)
11:45:50	73876/73876	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:37%20GMT	https://themographics.com/wordpress/docdirect/dir-search/?location=birmingham	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/dir-search/indexc7d3.html	(from https://themographics.com/wordpress/docdirect/)
11:45:50	20960/20960	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202016%2008:13:50%20GMT	https://themographics.com/wordpress/docdirect/wp-content/themes/docdirect/images/user150x150.jpg	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/wp-content/themes/docdirect/images/user150x150.jpg	(from https://themographics.com/wordpress/docdirect/)
11:45:50	74048/74048	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:38%20GMT	https://themographics.com/wordpress/docdirect/dir-search/?location=blackpool	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/dir-search/indexaf94.html	(from https://themographics.com/wordpress/docdirect/)
11:45:51	73884/73884	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:39%20GMT	https://themographics.com/wordpress/docdirect/dir-search/?location=brentwood	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/dir-search/indexb294.html	(from https://themographics.com/wordpress/docdirect/)
11:45:52	73948/73948	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:39%20GMT	https://themographics.com/wordpress/docdirect/dir-search/?location=bristol	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/dir-search/index85e5.html	(from https://themographics.com/wordpress/docdirect/)
11:45:53	2073/2073	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:41%20GMT	https://themographics.com/wordpress/docdirect/wp-login.php?action=lostpassword&redirect_to=/	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/wp-login3433.html	(from https://themographics.com/wordpress/docdirect/)
11:45:53	73986/73986	---MC-	200	added ('OK')	text/html	date:Tue,%2006%20Dec%202016%2006:16:40%20GMT	https://themographics.com/wordpress/docdirect/dir-search/?location=cardiff	C:/My%20Web%20Sites/Theme1/https___themographics.com_wordpress_docdirect_/themographics.com/wordpress/docdirect/dir-search/index0a3c.html	(from https://themographics.com/wordpress/docdirect/)
